OBJECTID,Building Occupancy,Building Address,Building Area/Neighborhood,Building Latitude,Building Longitude,Original Entry Date,Orignial Placard,Revision Entry Date,Updated Placard,Description,,,,,,,,,
2698,,1204 GRIGSBY CT,,38.30055037,-122.2888378,2014-09-05,Yellow,2014-09-05, ,Detached hand rail at rear,,,,,,,,,
2699,,1239 GRIGSBY CT,,38.30017595,-122.2892837,2014-09-05,Red,2014-09-05,downgraded to yellow,Structural,,,,,,,,,
2700,,1239 GRIGSBY CT,,38.30017595,-122.2892837,2014-09-05,Yellow,2014-09-05,downgraded from red,Shear crack in kitchen wall/plaster both sides/ other crack throughout,,,,,,,,,
2701,,249 JEFFERSON ST,,38.28969464,-122.294606,2014-09-05,Yellow,2014-09-05, ,roof structure racked,,,,,,,,,
2702,,3278 PIEDMONT AVE,,38.32238008,-122.2971943,2014-09-05,Yellow,2014-09-05, ,Brick facing coming off chimney-falling hazard at side year near chimney - do not use side yard near chinmney until hazard is mitiaged,,,,,,,,,
2703,,80 PORTOFINO WAY,,38.34450719,-122.3302107,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2704,,1116 PRINCETON LN,,38.31317479,-122.3438394,2014-10-08,Yellow,2014-10-08, ,No use of side yd w/leaning fence. Structural engineer to inspect above & partial movement of wall to fndn @ garage,,,,,,,,,
2705,,3173 KINGSTON AVE,,38.30623416,-122.3194545,2014-09-05,Yellow,2014-09-05, ,chimney broke and fell at roof line in rear of home,,,,,,,,,
2706,,3895 KLAMATH CT,,38.32962703,-122.3143682,2014-09-11,Green,2014-09-11, , ,,,,,,,,,
2707,,3862 KLAMATH WAY,,38.32859419,-122.3134197,2014-09-25,Green,2014-09-25, ,No one home,,,,,,,,,
2708,,3862 KLAMATH WAY,,38.32859419,-122.3134197,2014-09-29,Green,2014-09-29, ,Outside inspection-no structural damage found,,,,,,,,,
2709,,3997 KLAMATH WAY,,38.33053041,-122.3158672,2014-09-24,Green,2014-09-24, ,One vertical crack above rear slider @ header (crack in GYPBD & STUCCO. Rear yard concret deck shifted east side of pool,,,,,,,,,
2710,,1115 LA HOMA DR,,38.31867086,-122.2934793,2014-09-05,Yellow,2014-09-05, ,partial collapse of chimney,,,,,,,,,
2711,,1135 LA HOMA DR,,38.31890792,-122.2921877,2014-09-25,Green,2014-09-25, ,No major damage,,,,,,,,,
2712,,1172 LA HOMA DR,,38.31976721,-122.2908106,2014-09-23,Yellow,2014-09-23, ,"3 beams in the shed are brocken, limited access until repaired",,,,,,,,,
2713,,1181 LA HOMA DR,,38.31937483,-122.2895738,2014-10-07,Yellow,2014-10-07, ,"Cracks in mortar and bricks of chimney, rotated top of chimney cracked brick archways in front of garage & entrance, fall hazard under roof tiles, crack o W-side",,,,,,,,,
2714,,1181 LA HOMA DR,,38.31937483,-122.2895738,2014-10-08,Yellow,2014-10-08, ,"Cracks in mortar & bricks of chim , rotated top of chim ,cracked brick archways in front of garage & entrance fall hazard under rooftiles,cracks on fndn W-side",,,,,,,,,
2715,,1043 LA QUINTA CT,,38.29336947,-122.2649799,2014-09-25,Green,2014-09-25, ,Minor cracks in plaster interior,,,,,,,,,
2716,,773 LA SALLE WAY,,38.27874667,-122.2905276,2014-09-29,Green,2014-09-29, ,"Minor cracking brick fascia, drywall split sewer location-non structural damage",,,,,,,,,
2717,,841 LAGUNA ST,,38.31752956,-122.2904473,2014-09-25,Green,2014-09-25, ,Insp. Ext. front only concurr w/previous assess,,,,,,,,,
2718,,869 LAGUNA ST,,38.31741783,-122.2910601,2014-09-05,Yellow,2014-09-05, ,Portion of chimney above roof - fall hazard - upper driveWy restricted until chimney removed,,,,,,,,,
2719,,1542 LAREDO ST,,38.28406076,-122.2560061,2014-09-05,Yellow,2014-09-05, ,"wall cracking, movement of sill plate likely",,,,,,,,,
2720,,2789 MAIN ST,,38.31829464,-122.2962638,2014-09-05,Yellow,2014-09-05, ,Several loose brick behind chimney,,,,,,,,,
2721,,1011 PUEBLO AVE,,38.31588721,-122.2945865,2014-09-05,Green,2014-09-05, ,(Spanish 7th Day Adventists),,,,,,,,,
2722,,737 PUEBLO AVE,,38.31728157,-122.2877706,2014-10-02,Green,2014-10-02, ,No comments,,,,,,,,,
2723,,3490 QUAIL CT,,38.30269274,-122.3426948,2014-10-08,Green,2014-10-08, ,No comments,,,,,,,,,
2724,,1542 RAINIER AVE,,38.32936664,-122.3075298,2014-09-23,Yellow,2014-09-23, ,"superficial interior gyp bd cracking; chimney lenaing 2"" away from house",,,,,,,,,
2725,,151 S HARTSON ST,,38.28696322,-122.2958981,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
2726,,165 S HARTSON ST,,38.28681663,-122.2958816,2014-09-05,Yellow,2014-09-05, ,chimney crack at roofline,,,,,,,,,
2727,,176 S HARTSON ST,,38.28677759,-122.2951481,2014-09-05,Yellow,2014-09-05, ,Damaged chimney - moderate damage,,,,,,,,,
2728,,177 S HARTSON ST,,38.28667071,-122.2957751,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
2729,,205 S HARTSON ST,,38.28617242,-122.295775,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
2730,,230 S HARTSON ST,,38.28589337,-122.2951439,2014-09-05,Yellow,2014-09-05, ,Damaged chimney - minor damage,,,,,,,,,
2731,,240 S HARTSON ST,,38.28572858,-122.2951252,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2732,,359 S HARTSON ST,,38.28372861,-122.2954078,2014-10-06,Yellow,2014-10-06, ,Replace vertical SW garage door/ post attached form residence exterior,,,,,,,,,
2733,,370 S HARTSON ST,,38.28360775,-122.2947601,2014-10-06,Yellow,2014-10-06, ,Chimney damaged-detached from house/joint falure near roof & leaning away from house/ Keep away from exterior area,,,,,,,,,
2734,,47 LUKE DR,,38.34285896,-122.3294534,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2735,,2908 MAIN ST,,38.31912287,-122.2968839,2014-10-02,Yellow,2014-10-02, ,OK to occupy restricted access around chimney area,,,,,,,,,
2736,,3109 MAIN ST,,38.32011884,-122.2980129,2014-09-24,Green,2014-09-24, ,None - Green tag,,,,,,,,,
2737,,3109 MAIN ST,,38.32011884,-122.2980129,2014-09-24,Green,2014-09-24, ,no damage evident from front of house,,,,,,,,,
2738,,3140 MAIN ST,,38.32030847,-122.2974933,2014-09-05,Yellow,2014-09-05, ,do not use front entry,,,,,,,,,
2739,,3193 MAIN ST,,38.32044286,-122.2981067,2014-09-24,Green,2014-09-24, ,None - Green tag,,,,,,,,,
2740,,3304 MAIN ST,,38.32256508,-122.2984563,2014-09-05,Yellow,2014-09-05, ,Chimney pulling aWy from structure. Cracks in front part of chimney,,,,,,,,,
2741,,3340 MAIN ST,,38.32274918,-122.2968941,2014-09-17,Yellow,2014-09-17, ,no restrictions - base of both shearwalls damaged - requires SE to eval - 5 units,,,,,,,,,
2742,," ,  ",,38.32274918,-122.2968941,2014-09-05,Green,2014-09-05, ,sheetrock/stucco cracks,,,,,,,,,
2743,,9 MALLARD CT,,38.28892561,-122.2706289,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2744,,15 MALLARD CT,,38.28906721,-122.2706881,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2745,,21 MALLARD CT,,38.28920532,-122.2705806,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2746,,2045 MORLAN DR,,38.31199557,-122.3101095,2014-09-25,Green,2014-09-25, ,Mior cracking in drywall,,,,,,,,,
2747,,1111 MORNINGSIDE DR,,38.30864926,-122.3473979,2014-09-05,Yellow,2014-09-05, ,"Chimney down on roof, falling hazard. Limit access on Northeast side of the house",,,,,,,,,
2748,,1112 MORNINGSIDE DR,,38.30890059,-122.3479007,2014-09-05,Yellow,2014-09-05, ,Chimney off at roofline,,,,,,,,,
2749,,1163 MORNINGSIDE DR,,38.30532099,-122.3517763,2014-09-05,Yellow,2014-09-05, ,"chimney collapsed, falling hazard",,,,,,,,,
2750,,1117 MOUNTAIN VIEW CIR,,38.30076059,-122.3377656,2014-09-05,Yellow,2014-09-05, ,chimney broke at roof line,,,,,,,,,
2751,,4459 SUMMERFIELD DR,,38.34682767,-122.3163213,2014-09-24,Green,2014-09-24, ,Inspected,,,,,,,,,
2752,,1442 SUMNER AVE,,38.31991261,-122.3018178,2014-09-05,Yellow,2014-09-05, ,One loose brick on upper part of chimney,,,,,,,,,
2753,,1460 SUMNER AVE,,38.31982188,-122.3024411,2014-09-05,Yellow,2014-09-05, ,top cap on chimney has separated from chimney and loose brick on corner,,,,,,,,,
2754,,1449 SUMNER AVE,,38.31944117,-122.3018895,2014-09-05,Yellow,2014-09-05, ,Loose brick on top of chimney work is being admideatly accessed by owner,,,,,,,,,
2755,,3470 SUNBURST CT,,38.30304831,-122.3416815,2014-09-05,Yellow,2014-09-05, ,chimney down,,,,,,,,,
2756,,2903 SUNRISE DR,,38.28938806,-122.3103636,2014-09-25,Green,2014-09-25, ,No damage GREEN TAG,,,,,,,,,
2757,,2962 SUNRISE DR,,38.28970148,-122.3115316,2014-10-02,Green,2014-10-02, ,No comments,,,,,,,,,
2758,,3367 SUNVIEW DR,,38.30687922,-122.3321054,2014-09-05,Yellow,2014-09-05, ,"minor lower cracks in chimney, top of chimney at roofline twisted and separated",,,,,,,,,
2759,,3368 SUNVIEW DR,,38.30738916,-122.3321421,2014-09-05,Green,2014-09-05, ,no obvious damage,,,,,,,,,
2760,,4088 SUTRO DR,,38.31177745,-122.3428731,2014-09-11,Yellow,2014-09-11, ,ext inspect - OK to occ but struc inspection needed - drvy & retainin wall need repair,,,,,,,,,
2761,,4088 SUTRO DR,,38.31177745,-122.3428731,2014-10-08,Yellow,2014-10-08, ,Previous YELLOW  9/11/2014 on front door. Still needs inspections/repairs,,,,,,,,,
2762,,4094 SUTRO DR,,38.31221535,-122.3429804,2014-09-05,Yellow,2014-09-05, ,"Racking damage to walls, concrete has moderate damage. Outside staircases and tall retaining walls at driveWy.",,,,,,,,,
2763,,61 SYAR DR,,38.31901337,-122.26996,2014-09-05,Yellow,2014-09-05, ,restrict use to fire place due to cracks if fire box and exterior,,,,,,,,,
2764,," ,  ",,38.31901337,-122.26996,2014-09-05,Yellow,2014-09-05, ,"bldg shifted off foundation 4"" toward west side/ok to occupy for clean up/repairs - secure guard rail to front stairs.  Require eng report",,,,,,,,,
2765,," ,  ",,38.31901337,-122.26996,2014-09-05,Yellow,2014-09-05, ,chimney/loos bricks,,,,,,,,,
2766,,3379 SOLANO AVE,,38.32060122,-122.3107468,2014-09-05,Yellow,2014-09-05, ,(Wine Shipping),,,,,,,,,
2767,,3383 SOLANO AVE,,38.3199986,-122.3108418,2014-09-05,Green,2014-09-05, ,(Redwood Plaza - Squeeze Inn),,,,,,,,,
2768,,3385 SOLANO AVE,,38.31989981,-122.3108187,2014-09-05,Green,2014-09-05, ,(Redwood Plaza - Vallergas Market),,,,,,,,,
2769,,3425 SOLANO AVE,,38.32293356,-122.311947,2014-09-05,Yellow,2014-09-05, ,"Flooding/ domestic cold water only/ gas leak at emergency generator, vent/flue within laundry service damaged.",,,,,,,,,
2770,,3585 SOLANO AVE,,38.32431788,-122.3129577,2014-09-05,Green,2014-09-05, ,cracking on interior/exterior walls,,,,,,,,,
2771,,3663 SOLANO AVE,,38.32590664,-122.314662,2014-09-17,Green,2014-09-17, , ,,,,,,,,,
2772,,3663 SOLANO AVE,,38.32590664,-122.314662,2014-09-25,Green,2014-09-25, ,Cracks in sheetrock & stucco (Hawthorn Village),,,,,,,,,
2773,,4175 SOLANO AVE,,38.33497929,-122.3220628,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2774,,4195 SOLANO AVE,,38.33567796,-122.3223842,2014-09-05,Yellow,2014-09-05, ,"Fire alarm, exit signs and egress lighting appeared to be out of service prior to earthquake",,,,,,,,,
2775,,4195 SOLANO AVE,,38.33567796,-122.3223842,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2776,,4407 SOLANO AVE,,38.3394433,-122.3252627,2014-09-05,Green,2014-09-05, ,drywall cracks,,,,,,,,,
2777,,4461 SOLANO AVE,,38.34206838,-122.3319942,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2778,,4475 SOLANO AVE,,38.34429529,-122.3282286,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2779,,4477 SOLANO AVE,,38.34439222,-122.3279595,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2780,,3919 SOLOMON AVE,,38.33509403,-122.3066873,2014-09-17,Green,2014-09-17, ,looks OK,,,,,,,,,
2781,,3990 SOLOMON AVE,,38.33681776,-122.3068343,2014-09-17,Green,2014-09-17, ,chimney missing rain capt - can't see cracks from street - slab on grade fdn,,,,,,,,,
2782,,3691 MONTANA DR,,38.31702187,-122.3463365,2014-09-05,Red,2014-09-05, ,"damage to foundation; crackin, movement at load point",,,,,,,,,
2783,,3691 MONTANA DR,,38.31702187,-122.3463365,2014-09-05,Yellow,2014-09-05, ,changed/revised red tag to yellow tag,,,,,,,,,
2784,,541 MONTGOMERY ST,,38.29350158,-122.2973413,2014-10-08,Green,2014-10-08, ,No comments,,,,,,,,,
2785,,2401 PACIFIC ST,,38.30753333,-122.3015996,2014-09-05,Yellow,2014-09-05, ,"remove loose bricks from roof, stay clear of loose bricks",,,,,,,,,
2786,,2770 PINE ST,,38.29140725,-122.307534,2014-09-05,Yellow,2014-09-05, ,cracked concrete block wall at side door - OK to occ,,,,,,,,,
2787,,464 SEYMOUR ST,,38.2921907,-122.2982026,2014-09-05,Yellow,2014-09-05, ,damaged chimney,,,,,,,,,
2788,,3465 WESTMINSTER WAY,,38.31142969,-122.3378926,2014-10-07,Green,2014-10-07, ,No comments,,,,,,,,,
2789,,2281 SECOND ST,,38.29686766,-122.2987142,2014-09-05,Red,2014-09-05, ,"building off foundation; hazardous electric service, no city water service",,,,,,,,,
2790,,1123 MOUNTAIN VIEW CIR,,38.30084387,-122.3380211,2014-09-05,Yellow,2014-09-05, ,Chimney severed at 2nd story roofline,,,,,,,,,
2791,,532 S JEFFERSON ST,,38.28264668,-122.2934572,2014-10-10,Green,2014-10-10, ,No comments,,,,,,,,,
2792,,2031 POLLEY DR,,38.28639243,-122.265344,2014-09-05,Yellow,2014-09-05, ,chimney - stay clear of falling hazard,,,,,,,,,
2793,,1130 PRINCETON LN,,38.3133644,-122.3438365,2014-10-08,Yellow,2014-10-08, ,No sleeping in family room additon & guest room in use of side fence allowed to move gargage in & out,,,,,,,,,
2794,," ,  ",,38.3133644,-122.3438365,2014-09-05,Green,2014-09-05, ,"AC unit on roof has slight tilt, no other damages",,,,,,,,,
2795,," ,  ",,38.3133644,-122.3438365,2014-09-24,Green,2014-09-24, , ,,,,,,,,,
2796,,783 PUEBLO AVE,,38.31701345,-122.2892563,2014-09-24,Green,2014-09-24, ,Not home- green tag,,,,,,,,,
2797,,1519 MAIN ST D,,38.30283697,-122.2887446,2014-09-10,Yellow,2014-09-10, ,[ATC shared with red for Unit A] no occupancy except as noted on tag - need engineer eval,,,,,,,,,
2798,,1519 MAIN ST A,,38.30283697,-122.2887446,2014-09-23,Red,2014-10-07,downgraded to yellow,[same ATC-20 as Unit B] retained previous red tag,,,,,,,,,
2799,,1519 MAIN ST B,,38.30283697,-122.2887446,2014-09-23,Yellow,2014-09-23, ,[same ATC-20 as Unit A] retained previous yellow tag,,,,,,,,,
2800,,1519 MAIN ST C,,38.30283697,-122.2887446,2014-09-23,Yellow,2014-09-23, ,bedroom wall crack needs asmnt/repair kitchen and bath,,,,,,,,,
2801,,1519 MAIN ST A,,38.30283697,-122.2887446,2014-10-07,Yellow,2014-10-07,downgraded from red,"changed red tag to yellow for repairs, retrieval of belongings only",,,,,,,,,
2802,,1519 MAIN ST B,,38.30283697,-122.2887446,2014-10-07,Yellow,2014-10-07,downgraded from red,"changed red tag to yellow for repairs, retrieval of belongings only",,,,,,,,,
2803,,1519 MAIN ST C,,38.30283697,-122.2887446,2014-10-07,Yellow,2014-10-07,downgraded from red,"changed red tag to yellow for repairs, retrieval of belongings only",,,,,,,,,
2804,,1519 MAIN ST D,,38.30283697,-122.2887446,2014-10-07,Yellow,2014-10-07,downgraded from red,"changed red tag to yellow for repairs, retrieval of belongings only",,,,,,,,,
2805,,1520 MAIN ST,,38.30313163,-122.2883179,2014-09-05,Yellow,2014-09-05, ,Front porch damaged and front south corner leaning,,,,,,,,,
2806,,1815 MENLO AVE,,38.30313163,-122.2883179,2014-09-05,Yellow,2014-09-05, ,1811 -Chimney separated from home/1815 Collapsed car port,,,,,,,,,
2807,,3548 PALOMAR WAY,,38.32595556,-122.3033788,2014-09-05,Yellow,2014-09-05, ,provide permit to cap off property/stay clear of falling hazards/do not use fireplace,,,,,,,,,
2808,,2423 MERLOT DR,,38.32859082,-122.3278418,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
2809,,2423 MERLOT DR,,38.32859082,-122.3278418,2014-10-10,Green,2014-10-10, ,No comments,,,,,,,,,
2810,,2424 MERLOT DR,,38.32896763,-122.328161,2014-09-29,Green,2014-09-29, ,GYP BRD cracks,,,,,,,,,
2811,,1771 THIRD ST,,38.29553291,-122.2930618,2014-09-24,Green,2014-09-24, ,Inspected,,,,,,,,,
2812,,1785 THIRD ST,,38.29543162,-122.2933745,2014-09-05,Yellow,2014-09-05, ,Top of brick chimney collapse onto roof,,,,,,,,,
2813,,1795 THIRD ST,,38.29543134,-122.2935158,2014-09-05,Yellow,2014-09-05, ,"framing shifted at entry - cracks in porch and foundation - no porch access, use rear of building",,,,,,,,,
2814,,1830 THIRD ST,,38.29605347,-122.2942708,2014-09-24,Green,2014-09-24, ,"Foundation spalling  @ corners @ outer corners, plaster around openings",,,,,,,,,
2815,,1841 THIRD ST,,38.29557433,-122.2945433,2014-09-05,Yellow,2014-09-05, ,"Garage structure leaning. For retreival of property only, no occupancy",,,,,,,,,
2816,,1917 THIRD ST,,38.29572672,-122.2949115,2014-09-05,Red,2014-09-05, ,"fascia on masonry, arch falling hazard",,,,,,,,,
2817,,1918 THIRD ST,,38.29612468,-122.2948491,2014-09-05,Green,2014-09-05, ,structural failure to chimney at roof,,,,,,,,,
2818,,2020 THIRD ST,,38.29615571,-122.2956223,2014-09-05,Yellow,2014-09-05, ,chimney cracked - potential fall hazard - please do not park in area of chimney until hazard is mitigated,,,,,,,,,
2819,,2024 THIRD ST,,38.29617931,-122.2958225,2014-09-05,Yellow,2014-09-05, ,Damaged fireplace and chimney,,,,,,,,,
2820,,2027 THIRD ST,,38.29576917,-122.2960823,2014-09-05,Yellow,2014-09-05, ,Damage to fireplace and chimney,,,,,,,,,
2821,,2041 THIRD ST,,38.29585955,-122.2962586,2014-09-25,Green,2014-09-25, ,"Neighbors chimney fell against horse at crawl space & bay window E-side siding damage. Damage noted ""GREEN""",,,,,,,,,
2822,,2527 W PUEBLO AVE,,38.31224919,-122.3224147,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2823,,2557 W PUEBLO AVE,,38.31267589,-122.3231135,2014-10-10,Green,2014-10-10, ,Light GREEN tag,,,,,,,,,
2824,,2603 W PUEBLO AVE,,38.31366223,-122.3246438,2014-10-10,Green,2014-10-10, ,No comments,,,,,,,,,
2825,,552 MONTGOMERY ST,,38.29360675,-122.2968192,2014-09-05,Yellow,2014-09-05, ,Chimney damage,,,,,,,,,
2826,,562 MONTGOMERY ST,,38.29376251,-122.2967944,2014-09-05,Yellow,2014-09-05, ,damaged chimney; cracking ext stucco - various locations,,,,,,,,,
2827,,563 MONTGOMERY ST,,38.29380946,-122.2972865,2014-09-05,Yellow,2014-09-05, ,Chimney damage,,,,,,,,,
2828,,1000 MONTICELLO RD,,38.32549651,-122.2733883,2014-10-03,Yellow,2014-10-03, ,No comments,,,,,,,,,
2829,,3995 MONTROSE ST,,38.32379882,-122.3293143,2014-09-24,Green,2014-09-24, ,minor cracks in stucco on ext & int drywall - sidewalk cracks around pool,,,,,,,,,
2830,,2012 MORLAN DR,,38.31284482,-122.3077207,2014-09-05,Yellow,2014-09-05, ,"CMU chimney with  displacement above roof line, obvious cracts at mortar - restrict area around chimney until it is evaluated completely",,,,,,,,,
2831,,2015 MORLAN DR,,38.31245569,-122.3076514,2014-09-05,Yellow,2014-09-05, ,"obvious chimney brick displacement above roof, spoke with homeowner",,,,,,,,,
2832,,2039 MORLAN DR,,38.31210722,-122.3094948,2014-09-05,Yellow,2014-09-05, ,"bricks and old flue at side of garage, unable to see chimney location from street",,,,,,,,,
2833,,2043 MORLAN DR,,38.31199231,-122.3098933,2014-09-05,Yellow,2014-09-05, ,"chimney fallen down at roofline into side yard; chimney tarped off, no danger at this time",,,,,,,,,
2834,,960 SCHOOL ST,,38.2972156,-122.2892628,2014-09-05,Green,2014-09-05,downgraded from yellow,Structural Damage (Napa Square) [green tag as 1445 First St],,,,,,,,,
2835,,3182 SCOTT WAY,,38.31823169,-122.3026978,2014-09-05,Yellow,2014-09-05, ,Chimney cracked but still in place,,,,,,,,,
2836,,3206 SCOTT WAY,,38.31900394,-122.3029619,2014-09-05,Yellow,2014-09-05, ,fireplace broken at roof line,,,,,,,,,
2837,,45 SEA BREEZE CT,,38.2763449,-122.2887364,2014-10-08,Green,2014-10-08, ,No comments,,,,,,,,,
2838,,45 SEA BREEZE CT,,38.2763449,-122.2887364,2014-10-08,Green,2014-10-08, ,Stucco cracking (minor) around exterior & misc places on interior,,,,,,,,,
2839,,2423 PACIFIC ST,,38.30781488,-122.3016671,2014-09-17,Green,2014-09-17, , ,,,,,,,,,
2840,,2468 PACIFIC ST,,38.30866227,-122.3014605,2014-09-17,Green,2014-09-17, ,cracks in wall board & front step,,,,,,,,,
2841,,2469 PACIFIC ST,,38.30856604,-122.3018877,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2842,,2524 PACIFIC ST,,38.30969699,-122.3017007,2014-09-10,Green,2014-09-10, , ,,,,,,,,,
2843,,2530 PACIFIC ST,,38.30984619,-122.3017443,2014-09-17,Green,2014-09-17, , ,,,,,,,,,
2844,,2533 PACIFIC ST,,38.30976102,-122.3022332,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2845,,2540 PACIFIC ST,,38.30999806,-122.3017884,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2846,,2540 PACIFIC ST,,38.30999806,-122.3017884,2014-09-17,Green,2014-09-17, , ,,,,,,,,,
2847,,2569 PACIFIC ST,,38.31036198,-122.3024058,2014-09-05,Yellow,2014-09-05, ,Chimney damage,,,,,,,,,
2848,,3924 PALL MALL CT,,38.32818167,-122.3173968,2014-10-02,Green,2014-10-02, ,Large garage slab & flatwork cracking,,,,,,,,,
2849,,1500 PALMER ST,,38.29373712,-122.288942,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
2850,,1568 PALMER ST,,38.29390665,-122.2900021,2014-09-05,Yellow,2014-09-05, ,Front porch and front porch columns out of alignment - stay off front porch - needs repair,,,,,,,,,
2851,,1568 PALMER ST,,38.29390665,-122.2900021,2014-10-02,Yellow,2014-10-02, ,Front porch-added to posting-porch railing separted from house wall,,,,,,,,,
2852,,1568 PALMER ST,,38.29390665,-122.2900021,2014-10-02,Yellow,2014-10-02, ,Added to (E_ posting that porch railing pulled away from house,,,,,,,,,
2853,,1582 PALMER ST,,38.29393502,-122.2902612,2014-09-16,Green,2014-09-16, ,no issues,,,,,,,,,
2854,,3625 PALO VERDE ST,,38.32809116,-122.3023317,2014-10-08,Green,2014-10-08, ,"Minor cracks in stucco, cracks in post veneer",,,,,,,,,
2855,,1420 SECOND ST,,38.29683151,-122.2885828,2014-09-25,Green,2014-09-25, ,Ceiling corner cracks (W-side) ground  (Commercial) already green tagged,,,,,,,,,
2856,,2020 REDWOOD RD,,38.32112157,-122.3115408,2014-09-05,Yellow,2014-09-05, ,"brick façade (wainscot) pulling aWy from building, suspended T-bar ceiling tiles falling - stay clear or remove tiles in ceiling",,,,,,,,,
2857,,2040 POLLEY DR,,38.2864513,-122.2647368,2014-09-05,Yellow,2014-09-05, ,chimney - stay clear of falling hazard,,,,,,,,,
2858,,2041 POLLEY DR,,38.28646743,-122.2653159,2014-09-05,Yellow,2014-09-05, ,chimney - stay clear of falling hazard,,,,,,,,,
2859,,2050 POLLEY DR,,38.28658047,-122.2649153,2014-09-05,Yellow,2014-09-05, ,chimney - stay clear of falling hazard,,,,,,,,,
2860,,2051 POLLEY DR,,38.28655393,-122.2652206,2014-09-05,Yellow,2014-09-05, ,chimney - stay clear of falling hazard,,,,,,,,,
2861,,2060 POLLEY DR,,38.28660656,-122.2650087,2014-09-05,Yellow,2014-09-05, ,chimney - stay clear of falling hazard,,,,,,,,,
2862,,2061 POLLEY DR,,38.28658748,-122.2651362,2014-09-05,Yellow,2014-09-05, ,chimney - stay clear of falling hazard,,,,,,,,,
2863,,18 POMO CT,,38.30866571,-122.3460548,2014-09-05,Green,2014-09-05, ,no apparent damage,,,,,,,,,
2864,,18 POMO CT,,38.30866571,-122.3460548,2014-10-02,Green,2014-10-02, ,Green tag exterior only,,,,,,,,,
2865,,633 WILSON ST,,38.29425861,-122.2908751,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
2866,,641 WILSON ST,,38.2943723,-122.290743,2014-09-05,Yellow,2014-09-05, ,SW foundation cracked - stay aWy from 2nd floor SE room,,,,,,,,,
2867,,707 WILSON ST,,38.29475633,-122.2907992,2014-09-05,Yellow,2014-09-05, ,"chimney, stem wall in basement fractured",,,,,,,,,
2868,,710 WILSON ST,,38.29483483,-122.2902574,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
2869,,743 WILSON ST,,38.29525275,-122.2906953,2014-09-05,Yellow,2014-09-05, ,chimney removed at roof line,,,,,,,,,
2870,," ,  ",,38.29525275,-122.2906953,2014-09-05,Yellow,2014-09-05, ,Stucco cracks at carport columns,,,,,,,,,
2871,," ,  ",,38.29525275,-122.2906953,2014-09-05,Yellow,2014-09-05, ,Stucco cracks at carport columns,,,,,,,,,
2872,," ,  ",,38.29525275,-122.2906953,2014-09-05,Yellow,2014-09-05, ,Stucco cracks at carport columns,,,,,,,,,
2873,,2411 RENFREW ST,,38.32513449,-122.3242423,2014-10-06,Green,2014-10-06, ,Ext brick facades adjaent to garage should be repaired/anchored to house. Repair exterior bricks & joints on chimeny,,,,,,,,,
2874,,229 SPRING ST,,38.3051551,-122.2767525,2014-10-08,Green,2014-10-08, ,Minor cracks at foundation have contractor review,,,,,,,,,
2875,,4421 SPRINGWOOD CT,,38.3432787,-122.3185383,2014-09-05,Yellow,2014-09-05, ,"toppled chimney onto roof, stay 50' aWy from chimney- do not use chimney",,,,,,,,,
2876,," ,  ",,38.3432787,-122.3185383,2014-10-08,Green,2014-10-08, ,No comments,,,,,,,,,
2877,,1420 SPRUCE ST,,38.28654509,-122.2906668,2014-09-23,Yellow,2014-09-23, ,"Chimney is faling, avoid area around chimney extreme falling hazard",,,,,,,,,
2878,,1430 SPRUCE ST,,38.28657499,-122.2907866,2014-09-17,Yellow,2014-09-17, ,fallhazard from neighbor's chimney at 1440 Spruce,,,,,,,,,
2879,,1430 SPRUCE ST,,38.28657499,-122.2907866,2014-10-02,Yellow,2014-10-02, ,Chimney for 1440 damaged.,,,,,,,,,
2880,,1430 SPRUCE ST,,38.28657499,-122.2907866,2014-10-02,Yellow,2014-10-02, ,Neighbor chimney @ 1440 hazard. Avoid area adjacent to neighbors chiminey,,,,,,,,,
